mm1_tot_pft_rt,mm3_tot_pft_rt,yr1_tot_pft_rt,acl_pft_rt_z_sor,ifo_rt_z_sor,shpr_z_sor,crr_z_sor,trk_err_z_sor,mxdd_z_sor,vty_z_sor,dividend_num,dividend_total,cus_cgr_act_cnt_rt_12,cus_cgr_act_cnt_rt_21,cus_cgr_act_cnt_rt_22,cus_cgr_act_cnt_rt_23,cus_cgr_act_cnt_rt_24,cus_cgr_act_cnt_rt_25,cus_cgr_act_cnt_rt_31,cus_cgr_act_cnt_rt_32,cus_cgr_act_cnt_rt_33,cus_cgr_act_cnt_rt_34,top5_pct
-0.7741314489909021,-0.35368784658664904,-0.41944407829803976,-0.1445623848683123,-0.024141448844727697,-0.657135336713569,1.2289907914351699,0.6449386022413404,-0.6280150884944057,-0.7552614659093703,-0.17181339187983008,-0.7329119168974462,0.01420540629965773,0.6054770652092498,0.06408224398489461,-0.37991275555819737,-0.23417704294599526,-0.023322959732328005,0.4652345209092352,-0.31855469998109276,-0.2804170090207149,-0.05744333131902305,-0.3072937820364668
-1.1241133415521607,-0.9469733038097232,0.7177383431305403,1.1423175416375289,1.0952163020430954,-0.08101267299101908,-1.4568960544826097,1.362829231362237,-1.156252352171587,-1.3591296765504979,-0.17181339187983008,-0.920835270961286,0.23606385959812692,-0.4081559235929918,0.241987094169725,-0.474124586369354,1.1088210780091923,-0.5566889310467423,-1.153871154664708,-0.4310668413099735,2.0803475665660125,-0.251796983330907,-0.6105086440033077
-1.6186996400625864,-0.7906386658245891,-0.5005503626764766,-0.43622844353162343,-0.1376452546711696,-0.9554584064429961,0.44344636065336074,1.080593949380569,0.06415787770329147,-1.1118893244776196,-0.17181339187983008,0.12237089686392119,0.23606385959812692,-1.0319300705482175,0.9536064949090466,-1.1201485690744284,1.7803201384867862,-0.5566889310467423,1.7245389352445244,-1.2025786675651557,-1.0031000423635907,-0.251796983330907,-0.7711269178386403
-2.9345180748451916,-3.3341708478855554,-1.5999567364907077,-1.636916934793018,-1.3262173758048557,-1.5644536723880265,-1.6893517734155965,1.2566491242175775,-1.2691858361301653,-1.1603749579089968,-0.17181339187983008,-0.9174615560066428,0.00924145652217673,-0.27349456270966266,0.274792748543808,0.07892362474480585,-0.08186064245823864,-0.050341146375230995,-0.044639366657046146,0.14725019419143104,-0.06488402115653572,-0.05309478496744834,-0.15027984534189878
0.1249212105737095,0.4778788007412864,0.41121481093016893,0.7081761315163426,0.6931483510258178,1.3399798511458862,0.13188411282118012,-0.8648001941694533,1.1505036132507396,0.9185058867906438,-0.17181339187983008,-0.09818980539549875,0.23606385959812692,1.463166517272685,0.9536064949090466,-1.1201485690744284,-0.905676103423589,-0.5566889310467423,1.7245389352445244,-1.2025786675651557,-1.0031000423635907,-0.251796983330907,-0.1594596414972842
0.03197266041449912,-0.3020888613404647,-0.8127483789648553,-0.9754252645760566,-1.4667963315434824,1.6522771253099438,0.700747285543839,-2.1197631995855977,2.2346592165525956,2.1352410974095486,-1.6579258071139145,-1.0079870969261684,0.23606385959812692,-1.0319300705482175,-1.4184581742220252,3.186677982292734,-0.905676103423589,-0.5566889310467423,1.7245389352445244,-1.2025786675651557,-1.0031000423635907,-0.251796983330907,0.8342673717651438
-2.7023529524567573,-1.1797264179506437,0.7287796999644133,1.1000376535326348,1.0519739862200082,-0.23376391686212322,-0.08074757069922872,1.3785891847062413,-1.3398579304997076,-1.3958251280992597,-1.2863977033053935,-0.935905521904054,-0.0074962551417102775,-0.38993672830872367,0.11947754461604626,0.1947850112643752,0.11713729831542394,-0.11753331136308981,0.032792167489583704,0.05003558935353816,-0.03341743830740905,-0.1451133095660733,-0.5978371462428064
-0.9793405657992449,-1.7630873274343415,-1.4137900085264634,-1.5756030690074256,-1.2569902181227728,-1.5173719054439352,-0.9906137470161015,1.148408149267052,-0.8757401500809449,-1.1340484228411454,-0.17181339187983008,-0.6386440789489375,0.23606385959812692,-1.0319300705482175,-1.4184581742220252,-1.1201485690744284,4.466316380397161,-0.5566889310467423,1.7245389352445244,-1.2025786675651557,-1.0031000423635907,-0.251796983330907,-0.9127097861493088
-0.04946781365851981,0.40676641121102547,0.2077857593244849,0.49251295669361606,0.4564282540356388,0.9630274020768143,-0.21769049398844667,-0.7147909073496608,1.0594282229615692,0.8617317433367313,-0.9148695994968723,-0.5427513092748443,-0.15090271956563836,0.9400515529406005,0.4557585109776848,-0.7093376116457203,-0.3644188519192358,-0.4403997883602262,1.034159567152023,-0.48761557212717327,-0.7930144786085204,-0.251796983330907,-0.16565459595797372
1.0617223801386741,0.26690771363555965,-0.711308813020911,-1.3056818542781707,-1.5534760471523341,-0.1975123350628959,0.6538549482815122,-1.7642468207524462,2.16981646001692,1.7779179899678714,2.8004114385883385,0.7185999610860178,-0.07815586518935899,-0.25889824767091024,-0.012365604997729183,-0.18662582539408026,0.6397934886452994,-0.1789821915718349,0.04333866205901137,0.026101235138232513,-0.09327743455542906,0.02346749335981871,-1.0860558755129672
